source_plot_id,plot_code,let_out_id,let_out_name,letout_b_area_id,tenancy_id,tenancy_area_sqm,consumed_fsi,built_up_area_rec,built_up_area_commercial,is_active,status,from_date,to_date,update_timestamp
8070,104010238,4577,SOUTH OF C SHED GRAIN DEPOT,1064,10401114,222.9700,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8071,104010239,4578,NORTH OF C SHED,1068,10401118,292.6400,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8072,104010240,4579,SOUTH OF D SHED,1073,10401121,13.3800,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8073,104010241,4580,SOUTH OF T SHED,1074,10401122,34.2800,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8074,104010242,4581,SOUTH OF T SHED,1075,10401123,52.7700,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8075,104010243,4582,SOUTH OF T SHED GRAIN DEPOT,1076,10401124,104.0500,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8076,104010244,4583,NORTH OF T SHED GRAIN DEPOTMSR,1079,10401126,104.0500,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8077,104010245,4584,NORTH OF T SHED M S R,1080,10401127,29.9100,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8078,104010246,4585,SOUTH OF F SHED,1091,10401134,209.0300,1.4600,0.0000,305.1800,True,,2004-04-01,,2022-10-21 00:00:00
8078,104010246,4585,SOUTH OF F SHED,1090,10401134,209.0300,0.0000,0.0000,0.0000,True,,1873-01-01,2004-03-31,2022-10-21 00:00:00
8082,104010250,4589,NORTH OF H SHED GRAIN DEPOTMSR,1103,10401143,475.7600,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8084,104010252,4591,RR 1931,1136,10401210,271.2800,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8085,104010253,4592,8 COAL DEPOT,1178,10401234,379.9700,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8086,104010254,4593,13 AT COAL DEPOT,1187,10401239,319.8700,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8087,104010255,4594,14 COAL DEPOT,1188,10401240,376.2600,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8088,104010256,4595,17 AT COAL DEPOT,1193,10401243,376.2600,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8089,104010257,4596,PLOT 18,1194,10401244,263.3800,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8090,104010258,4597,23(NORTH HALE OF 35),1201,10401249,376.8100,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8091,104010259,4598,25 WEST RD,1202,10401250,153.2900,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8093,104010261,4600,27 B COAL DEPOT,1277,10401341,255.2000,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8094,104010262,4601,28 C OF COAL DEPOT,1286,10401346,427.2600,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8099,104010267,4606,3 A AT COAL DEPOT,1400,10401506,266.6300,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8102,104010270,4609,I 2 & COAL DEPOT.,1454,10401534,278.7100,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
8103,104010271,4610,C-2  COAL DEPOT,1478,10401546,278.7100,0.0000,0.0000,11.1500,True,,2004-04-01,,2022-10-21 00:00:00
8103,104010271,4610,C-2  COAL DEPOT,1477,10401546,278.7100,0.0000,0.0000,0.0000,True,,1873-01-01,2004-03-31,2022-10-21 00:00:00
8105,104010273,4612,A-3,1536,10401627,278.7100,0.0000,0.0000,0.0000,True,,1873-01-01,,2022-10-21 00:00:00
