source_plot_id,plot_code,rr_no,street_no,main_structure_name,location,city_survey_no,city_survey_div,plot_area_sqm,plot_desc,plot_status,plot_active,is_vacant,owner,owner_name,owner_contactno,dept_name,estate_id,div_id,plot_unit_id,ward_id,zone_id,zone_detail_id,plot_customer_code,mcgm_allotted_no,mcgm_plot_no,existing_plot_no,reservation,rrzone2017,mbpt_road_connectivity,schedule_east,schedule_west,schedule_north,schedule_south,pincode,plot_remarks,let_out_id,let_out_name,letout_status,letout_recorded_area_sqm,letout_land_area_sqm,letout_billable_area_sqm,letout_dept_id,letout_from_date,letout_to_date,existing_tenancy_id,existing_tenancy_unit_id,tenancy_mapping_active,tenancy_allotted,existing_tenant_name,existing_current_rent,existing_commercial_rent,existing_g_sec_rate,existing_lease_years,existing_agreement_start_date,existing_agreement_end_date,existing_lac_approval_date,existing_chairman_approval_date,existing_board_approval_date,existing_tamps_approval_date,existing_upfront_premium_flag,existing_upfront_premium_amount,tenancy_area_sqm,tenancy_consumed_fsi,tenancy_recorded_built_up_area_sqm,tenancy_commercial_built_up_area_sqm,tenancy_area_active,tenancy_area_from_date,tenancy_area_to_date,recorded_planning_fsi,recorded_additional_fsi,recorded_fsi_addition,recorded_planning_built_up_area_sqm,crz_applicable,re_develop_applicable,application_tenancy_id,application_status,application_allotted,existing_application_purpose,existing_allotment_basis,existing_application_lease_start_date,existing_application_lease_end_date,existing_tender_number,existing_tender_id,existing_tender_description,existing_application_rate,existing_rate_revision_percent,existing_rate_revision_amount,existing_application_upfront_premium,existing_security_deposit,existing_application_agreement_date,existing_sor_applicable_date,recorded_rr_land_value,rr_land_value_from_date,rr_land_value_to_date,recorded_sor_market_value,sor_market_value_from_date,sor_market_value_to_date,zone_home_rate,zone_non_home_rate,zone_annual_increment,zone_rate_from_date,zone_rate_to_date
3467,104010104,3B,,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),145,PAREL-SEWERI,244.80,,A,False,True,True,,,,10,56,4,7,,,10401425,,,,,,False,PLOT : 3-A,RAILWAY SIDING,PLOT : 4-B,MbPT PASSAGE,400015,,935,3B,A,,,244.8000,4,,,10401425,4,True,True,,,,,,,,,,,,False,,244.8000,0.4600,0.0000,112.6100,True,2004-04-01,,,,,,,,10401425,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1973-11-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3516,104010149,D-2  COAL DEPOT,,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),145,PAREL-SEWERI,278.71,,A,False,True,True,,,,10,56,4,7,,,10401544,,,,,,True,PLOT : D-3,MbPT ROAD,MbPT PASSAGE,PLOT : E-1,400015,,980,D-2  COAL DEPOT,A,,,278.7100,4,,,10401544,4,True,True,,,,,,,,,,,,False,,278.7100,1.0100,0.0000,281.5000,True,2004-04-01,,,,,,,,10401544,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1960-06-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3552,104010185,NORTH OF F SHED GRAIN DEPOT,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),145,PAREL-SEWERI,82.31,,A,False,True,True,,,,10,56,4,7,,,10401138,,,,,,True,RAILWAY SIDING,RAILWAY SIDING,MbPT ROAD,SHED-F (GDN. 70),400015,,5305,NORTH OF F SHED GRAIN DEPOT,A,,,,4,,,10401138,4,True,True,,,,,,,,,,,,False,525.00,,,,,,,,,,,,,,10401138,APPROVED,True,,Other,1957-07-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3561,104010194,Q-SOUTH MAZAGAON SEWREE RECLN.,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),145,PAREL-SEWERI,1264.80,,A,False,True,True,,,,10,56,4,7,,,10401207,,,,,,True,MbPT ROAD,RAILWAY SIDING,PLOT NO. Q (NORTH),MbPT ROAD,400015,,1023,Q-SOUTH MAZAGAON SEWREE RECLN.,A,,,1264.8000,4,,,10401207,4,True,True,,,,,,,,,,,,False,,1264.8000,0.7500,0.0000,948.6000,True,2004-04-01,,,,,,,,10401207,APPROVED,True,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,1966-07-18,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3575,104010208,RR 1678,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),383/145,PAREL-SEWERI,2748.53,,A,False,True,True,,,,10,56,4,7,,,10401219,,,,,,False,RAILWAY SIDING,RAILWAY SIDING,RR – 1778,RAILWAY SIDING,400015,,1037,RR 1678,A,,,2748.5300,4,,,10401219,4,True,True,,,,,,,,,,,,False,,2748.5300,0.8000,0.0000,2198.8200,True,2004-04-01,,,,,,,,10401219,APPROVED,True,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,1946-10-29,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3589,104010222,SHED ON R R 1715  M S R,,MbPT STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),311/145,PAREL-SEWERI,7332.19,,A,False,True,True,,,,10,56,4,7,,,10401150,,,,,,True,RAILWAY SIDING,RAILWAY SIDING,MbPT ROAD,MbPT ROAD,400015,,5037,SHED ON R R 1715  M S R,A,,,,4,,,10401150,4,False,False,,,,,,,,,,,,False,48.00,,,,,,,,,,,,,,10401150,APPROVED,False,,Other,1947-04-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8398,104010222,E SHED(BAY 53 TO 70),,,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),311/145,PAREL-SEWERI,2659.76,,A,False,True,True,,,,10,56,4,7,,,10401151,,,,,,True,RAILWAY SIDING,RAILWAY SIDING,MbPT ROAD,MbPT ROAD,400015,,6072,E SHED(BAY 53 TO 70),A,,,2659.76,4,,,10401151,4,True,True,,,,,,,,,,,,False,,2659.7600,1.0000,0.0000,,True,2025-04-17,,,,,,,,10401151,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1966-06-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7944,104010234,R R 1465 & 1466, , , ,158/1,MAZGAON,7646.85,,A,False,True,True, , , ,10,56,4,,,,10401203, , , ,,,False, , , , ,, ,4460,R R 1465 & 1466,A,,,7646.8500,4,,,10401203,4,False,False,,,,,,,,,,,,False,,7646.8500,0.0000,0.0000,6423.3500,True,2004-04-01,,,,,,,,10401203,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7997,104010235,NORTH OF A SHED GRAIN DEPOT, , , ,1 (Part),MAZGAON,117.06,,A,False,True,True, , , ,10,56,4,,,,10401110, , , ,,,False, , , , ,, ,4504,NORTH OF A SHED GRAIN DEPOT,A,,,117.0600,4,,,10401110,4,False,False,,,,,,,,,,,,False,,117.0600,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401110,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7998,104010236,RR NO 2048, , , ,1 (Part),MAZGAON,355.35,,A,False,True,True, , , ,10,56,4,,,,10401111, , , ,,,False, , , , ,, ,4505,RR NO 2048,A,,,355.3500,4,,,10401111,4,False,False,,,,,,,,,,,,False,,355.3500,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401111,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8070,104010238,SOUTH OF C SHED GRAIN DEPOT, , , ,145 (part),PAREL SEWRI,222.97,,A,False,True,True, , , ,10,56,4,,,,10401114, , , ,,,False, , , , ,, ,4577,SOUTH OF C SHED GRAIN DEPOT,A,,,222.9700,4,,,10401114,4,False,False,,,,,,,,,,,,False,,222.9700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401114,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8071,104010239,NORTH OF C SHED, , , ,145 (part),PAREL SEWRI,292.64,,A,False,True,True, , , ,10,56,4,,,,10401118, , , ,,,False, , , , ,, ,4578,NORTH OF C SHED,A,,,292.6400,4,,,10401118,4,False,False,,,,,,,,,,,,False,,292.6400,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401118,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8072,104010240,SOUTH OF D SHED, , , ,145 (part),PAREL SEWRI,13.38,,A,False,True,True, , , ,10,56,4,,,,10401121, , , ,,,False, , , , ,, ,4579,SOUTH OF D SHED,A,,,13.3800,4,,,10401121,4,False,False,,,,,,,,,,,,False,,13.3800,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401121,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8073,104010241,SOUTH OF T SHED, , , ,145 (part),PAREL SEWRI,34.28,,A,False,True,True, , , ,10,56,4,,,,10401122, , , ,,,False, , , , ,, ,4580,SOUTH OF T SHED,A,,,34.2800,4,,,10401122,4,False,False,,,,,,,,,,,,False,,34.2800,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401122,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8074,104010242,SOUTH OF T SHED, , , ,145 (part),PAREL SEWRI,52.77,,A,False,True,True, , , ,10,56,4,,,,10401123, , , ,,,False, , , , ,, ,4581,SOUTH OF T SHED,A,,,52.7700,4,,,10401123,4,False,False,,,,,,,,,,,,False,,52.7700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401123,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8075,104010243,SOUTH OF T SHED GRAIN DEPOT, , , ,145 (part),PAREL SEWRI,104.05,,A,False,True,True, , , ,10,56,4,,,,10401124, , , ,,,False, , , , ,, ,4582,SOUTH OF T SHED GRAIN DEPOT,A,,,104.0500,4,,,10401124,4,False,False,,,,,,,,,,,,False,,104.0500,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401124,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8076,104010244,NORTH OF T SHED GRAIN DEPOTMSR, , , ,145 (part),PAREL SEWRI,104.05,,A,False,True,True, , , ,10,56,4,,,,10401126, , , ,,,False, , , , ,, ,4583,NORTH OF T SHED GRAIN DEPOTMSR,A,,,104.0500,4,,,10401126,4,False,False,,,,,,,,,,,,False,,104.0500,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401126,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8077,104010245,NORTH OF T SHED M S R, , , ,145 (part),PAREL SEWRI,29.91,,A,False,True,True, , , ,10,56,4,,,,10401127, , , ,,,False, , , , ,, ,4584,NORTH OF T SHED M S R,A,,,29.9100,4,,,10401127,4,False,False,,,,,,,,,,,,False,,29.9100,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401127,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8078,104010246,SOUTH OF F SHED, , , ,257A/145,PAREL SEWRI,209.03,,A,False,True,True, , , ,10,56,4,,,,10401134, , , ,,,False, , , , ,, ,4585,SOUTH OF F SHED,A,,,209.0300,4,,,10401134,4,False,False,,,,,,,,,,,,False,,209.0300,1.4600,0.0000,305.1800,True,2004-04-01,,,,,,,,10401134,APPROVED,False,,Other,1967-02-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8082,104010250,NORTH OF H SHED GRAIN DEPOTMSR, , , ,145 (part),PAREL SEWRI,475.76,,A,False,True,True, , , ,10,56,4,,,,10401143, , , ,,,False, , , , ,, ,4589,NORTH OF H SHED GRAIN DEPOTMSR,A,,,475.7600,4,,,10401143,4,False,False,,,,,,,,,,,,False,,475.7600,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401143,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8084,104010252,RR 1931, , , ,425/145,PAREL SEWRI,271.28,,A,False,True,True, , , ,10,56,4,,,,10401210, , , ,,,False, , , , ,, ,4591,RR 1931,A,,,271.2800,4,,,10401210,4,False,False,,,,,,,,,,,,False,,271.2800,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401210,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8085,104010253,8 COAL DEPOT, , , ,145 (part),PAREL SEWRI,379.97,,A,False,True,True, , , ,10,56,4,,,,10401234, , , ,,,False, , , , ,, ,4592,8 COAL DEPOT,A,,,379.9700,4,,,10401234,4,False,False,,,,,,,,,,,,False,,379.9700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401234,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8086,104010254,13 AT COAL DEPOT, , , ,145 (part),PAREL SEWRI,319.87,,A,False,True,True, , , ,10,56,4,,,,10401239, , , ,,,False, , , , ,, ,4593,13 AT COAL DEPOT,A,,,319.8700,4,,,10401239,4,False,False,,,,,,,,,,,,False,,319.8700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401239,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8087,104010255,14 COAL DEPOT, , , ,145 (part),PAREL SEWRI,376.26,,A,False,True,True, , , ,10,56,4,,,,10401240, , , ,,,False, , , , ,, ,4594,14 COAL DEPOT,A,,,376.2600,4,,,10401240,4,False,False,,,,,,,,,,,,False,,376.2600,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401240,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8088,104010256,17 AT COAL DEPOT, , , ,145 (part),PAREL SEWRI,376.26,,A,False,True,True, , , ,10,56,4,,,,10401243, , , ,,,False, , , , ,, ,4595,17 AT COAL DEPOT,A,,,376.2600,4,,,10401243,4,False,False,,,,,,,,,,,,False,,376.2600,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401243,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8089,104010257,PLOT 18, , , ,145 (part),PAREL SEWRI,263.38,,A,False,True,True, , , ,10,56,4,,,,10401244, , , ,,,False, , , , ,, ,4596,PLOT 18,A,,,263.3800,4,,,10401244,4,False,False,,,,,,,,,,,,False,,263.3800,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401244,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8090,104010258,23(NORTH HALE OF 35), , , ,145 (part),PAREL SEWRI,376.81,,A,False,True,True, , , ,10,56,4,,,,10401249, , , ,,,False, , , , ,, ,4597,23(NORTH HALE OF 35),A,,,376.8100,4,,,10401249,4,False,False,,,,,,,,,,,,False,,376.8100,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401249,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8091,104010259,25 WEST RD, , , ,145 (part),PAREL SEWRI,153.29,,A,False,True,True, , , ,10,56,4,,,,10401250, , , ,,,False, , , , ,, ,4598,25 WEST RD,A,,,153.2900,4,,,10401250,4,False,False,,,,,,,,,,,,False,,153.2900,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401250,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8093,104010261,27 B COAL DEPOT, , , ,145 (part),PAREL SEWRI,255.20,,A,False,True,True, , , ,10,56,4,,,,10401341, , , ,,,False, , , , ,, ,4600,27 B COAL DEPOT,A,,,255.2000,4,,,10401341,4,False,False,,,,,,,,,,,,False,,255.2000,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401341,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8094,104010262,28 C OF COAL DEPOT, , , ,145 (part),PAREL SEWRI,427.26,,A,False,True,True, , , ,10,56,4,,,,10401346, , , ,,,False, , , , ,, ,4601,28 C OF COAL DEPOT,A,,,427.2600,4,,,10401346,4,False,False,,,,,,,,,,,,False,,427.2600,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401346,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8099,104010267,3 A AT COAL DEPOT, , , ,145 (part),PAREL SEWRI,266.63,,A,False,True,True, , , ,10,56,4,,,,10401506, , , ,,,False, , , , ,, ,4606,3 A AT COAL DEPOT,A,,,266.6300,4,,,10401506,4,False,False,,,,,,,,,,,,False,,266.6300,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401506,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8102,104010270,I 2 & COAL DEPOT., , , ,145 (part),PAREL SEWRI,278.71,,A,False,True,True, , , ,10,56,4,,,,10401534, , , ,,,False, , , , ,, ,4609,I 2 & COAL DEPOT.,A,,,278.7100,4,,,10401534,4,False,False,,,,,,,,,,,,False,,278.7100,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401534,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8103,104010271,C-2  COAL DEPOT, , , ,145 (part),PAREL SEWRI,278.71,,A,False,True,True, , , ,10,56,4,,,,10401546, , , ,,,False, , , , ,, ,4610,C-2  COAL DEPOT,A,,,278.7100,4,,,10401546,4,False,False,,,,,,,,,,,,False,,278.7100,0.0000,0.0000,11.1500,True,2004-04-01,,,,,,,,10401546,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8105,104010273,A-3, , , ,145 (part),PAREL SEWRI,278.71,,A,False,True,True, , , ,10,56,4,,,,10401627, , , ,,,False, , , , ,, ,4612,A-3,A,,,278.7100,4,,,10401627,4,False,False,,,,,,,,,,,,False,,278.7100,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401627,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8106,104010274,A-4, , , ,145 (part),PAREL SEWRI,278.71,,A,False,True,True, , , ,10,56,4,,,,10401628, , , ,,,False, , , , ,, ,4613,A-4,A,,,278.7100,4,,,10401628,4,False,False,,,,,,,,,,,,False,,278.7100,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401628,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8109,104010277,ADDL.LAND OF EAST OF R R 1669, , , ,145 (part),PAREL SEWRI,279.29,,A,False,True,True, , , ,10,56,4,,,,10401644, , , ,,,False, , , , ,, ,4616,ADDL.LAND OF EAST OF R R 1669,A,,,279.2900,4,,,10401644,4,False,False,,,,,,,,,,,,False,,279.2900,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401644,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8110,104010278,ADDL.LAND EAST OF 1671, , , ,145 (part),PAREL SEWRI,146.29,,A,False,True,True, , , ,10,56,4,,,,10401645, , , ,,,False, , , , ,, ,4617,ADDL.LAND EAST OF 1671,A,,,146.2900,4,,,10401645,4,False,False,,,,,,,,,,,,False,,146.2900,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10401645,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3606,205010002,161 SURAT STREET,,,MAZGAON SEWREE RECLAMATION (EAST),323/145,PAREL-SEWERI,0.00,,A,False,True,True,,,4,11,57,5,7,,,20501111,,,,,,False,,,,,400033,,1058,SITEA&B/STRIPX&Y,A,,,125330.6900,4,,,20501111,5,True,True,,,,,,,,,,,,False,,125330.6900,0.2900,0.0000,0.0000,True,1873-01-01,,,,,,,,20501111,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1971-11-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3631,205010005,17 A,,,MAZGAON SEWREE RECLAMATION (EAST),145,PAREL-SEWERI,61406.96,,A,False,True,True,,,4,11,57,5,7,,,20501140,,,,,,False,,,,,400033,,1068,OLD RR NO 1537,A,,,61406.9600,4,,,31202231,12,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,31202231,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1956-12-05,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3632,205010006,17 BEARING R R NO 874,,,MAZGAON SEWREE RECLAMATION (EAST),361/145,PAREL-SEWERI,17536.29,,A,False,True,True,,,4,11,57,5,7,,,20501141,,,,,,False,,,,,400033,,1069,OLD RR NO 1655,A,,,17536.2900,4,,,31202232,12,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,31202232,APPROVED,True,,Other,1950-05-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3645,205010008,1713,,,MAZGAON SEWREE RECLAMATION (EAST),396/145,PAREL-SEWERI,35.67,,A,False,True,True,,,4,11,57,5,7,,,20501207,,,,,,False,,,,,400033,,4378,GARAGE NO 2 ATT.TO AFS QUARTER,A,,,35.6700,4,,,20501207,5,False,False,,,,,,,,,,,,False,,35.6700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,20501207,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3646,205010009,1714,,,MAZGAON SEWREE RECLAMATION (EAST),271/145,PAREL-SEWERI,1896.71,,A,False,True,True,,,4,11,57,5,7,,,20501210,,,,,,False,,,,,400033,,4379,R R NO 1881,A,,,1896.7100,4,,,20501210,5,False,False,,,,,,,,,,,,False,,1896.7100,1.5800,0.0000,0.0000,True,1873-01-01,,,,,,,,20501210,APPROVED,False,,Other,1958-03-04,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3731,205010010,2(SEWREE GADI ADDA),,,MAZGAON SEWREE RECLAMATION (EAST),276C/145,PAREL-SEWERI,289.21,,A,False,True,True,,,,11,57,5,5,,,20501145,,,,,,True,P T ROAD,ROAD,P.T Road,(7) 17,400033,,1105,2(SEWREE GADI ADDA),A,,,289.2100,4,,,41304534,13,False,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,41304534,APPROVED,True,,Other,2000-07-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7545,205010021,OLD RR NO 1692,,Private Structure,,288/145,PAREL-SEWERI,12529.45,,A,False,True,True,,,,11,57,5,,,,20501113,,,,,,False,,,,,,,2758,OLD RR NO 1692,A,,,12529.4500,4,,,20501113,5,False,False,,,,,,,,,,,,False,,12529.4500,0.6600,0.0000,0.0000,True,1873-01-01,,,,,,,,20501113,APPROVED,False,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,1939-04-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7558,205010034,RR NO 1724,,Private Structure,,384/145,PAREL-SEWERI,9485.87,,A,False,True,True,,,,11,57,5,,,,20501130,,,,,,False,,,,,,,2771,RR NO 1724,A,,,9485.8700,4,,,20501130,5,False,False,,,,,,,,,,,,False,,9485.8700,1.1400,0.0000,0.0000,True,1873-01-01,,,,,,,,20501130,APPROVED,False,,Other,1948-12-11,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7559,205010035,RR NO 1647,,Private Structure,,329/145,PAREL-SEWERI,15872.21,,A,False,True,True,,,,11,57,5,,,,20501131,,,,,,False,,,,,,,2772,RR NO 1647,A,,,15872.2100,4,,,20501131,5,False,False,,,,,,,,,,,,False,,15872.2100,0.5000,0.0000,0.0000,True,1873-01-01,,,,,,,,20501131,APPROVED,False,,Other,1940-07-08,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7560,205010036,RR NO 1581,,Private Structure,,315/145,PAREL-SEWERI,17582.26,,A,False,True,True,,,,11,57,5,,,,20501132,,,,,,False,,,,,,,2773,RR NO 1581,A,,,17582.2600,4,,,20501132,5,False,False,,,,,,,,,,,,False,,17582.2600,0.7600,0.0000,0.0000,True,1873-01-01,,,,,,,,20501132,APPROVED,False,,Other,1938-01-13,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7561,205010037,RR NO 1540(ADDL LAND),,Private Structure,,145,PAREL-SEWERI,12425.04,,A,False,True,True,,,,11,57,5,,,,20501136,,,,,,False,,,,,,,4982,RR NO 1540(ADDL LAND),A,,,12425.0400,4,,,20501136,5,False,False,,,,,,,,,,,,False,,12425.0400,1.0100,0.0000,0.0000,True,1873-01-01,,,,,,,,20501136,APPROVED,False,,Pravin,1960-10-18,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7563,205010039,OLD RR NO 1547,,Private Structure,,309/145,PAREL-SEWERI,55.74,,A,False,True,True,,,,11,57,5,,,,20501138,,,,,,False,,,,,,,4984,OLD RR NO 1547,A,,,55.7400,4,,,20501138,5,False,False,,,,,,,,,,,,False,,55.7400,0.2400,0.0000,0.0000,True,1873-01-01,,,,,,,,20501138,APPROVED,False,,Other,1933-04-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7564,205010040,OLD RR NO 1594,,Private Structure,,341/145,PAREL-SEWERI,5800.96,,A,False,True,True,,,,11,57,5,,,,20501139,,,,,,False,,,,,,,4985,OLD RR NO 1594,A,,,5800.9600,4,,,20501139,5,False,False,,,,,,,,,,,,False,,5800.9600,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,20501139,APPROVED,False,,Other,1939-05-15,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7565,205010041,ADDL.LAND NORTH OF OLD RR 1655,,Private Structure,,145,PAREL-SEWERI,1702.26,,A,False,True,True,,,,11,57,5,,,,20501142,,,,,,False,,,,,,,2778,ADDL.LAND NORTH OF OLD RR 1655,A,,,1702.2600,4,,,20501142,5,False,False,,,,,,,,,,,,False,,1702.2600,0.9000,0.0000,0.0000,True,1873-01-01,,,,,,,,20501142,APPROVED,False,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,1968-04-07,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7569,205010045,ADDL LAND TO N OF OLD RR 1692,,Private Structure,,288/145,PAREL-SEWERI,2173.38,,A,False,True,True,,,,11,57,5,,,,20501218,,,,,,False,,,,,,,2782,ADDL LAND TO N OF OLD RR 1692,A,,,2173.3800,4,,,20501218,5,False,False,,,,,,,,,,,,False,,2173.3800,0.6600,0.0000,0.0000,True,1873-01-01,,,,,,,,20501218,APPROVED,False,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,1979-02-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7571,205010047,RR NO. 1836 & 1743,,Open Plot,,270/145,PAREL-SEWERI,6959.83,,A,False,True,True,,,,11,57,5,,,,20501225,,,,,,False,,,,,,,2784,RR NO. 1836 & 1743,A,,,6959.8300,4,,,20501225,5,False,False,,,,,,,,,,,,False,,6959.8300,0.6500,0.0000,0.0000,True,1994-04-01,2019-12-27,,,,,,,20501225,APPROVED,False,,Other,1994-04-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
