source_plot_id,plot_code,rr_no,street_no,main_structure_name,location,city_survey_no,city_survey_div,plot_area_sqm,plot_desc,plot_status,plot_active,is_vacant,owner,owner_name,owner_contactno,dept_name,estate_id,div_id,plot_unit_id,ward_id,zone_id,zone_detail_id,plot_customer_code,mcgm_allotted_no,mcgm_plot_no,existing_plot_no,reservation,rrzone2017,mbpt_road_connectivity,schedule_east,schedule_west,schedule_north,schedule_south,pincode,plot_remarks,let_out_id,let_out_name,letout_status,letout_recorded_area_sqm,letout_land_area_sqm,letout_billable_area_sqm,letout_dept_id,letout_from_date,letout_to_date,existing_tenancy_id,existing_tenancy_unit_id,tenancy_mapping_active,tenancy_allotted,existing_tenant_name,existing_current_rent,existing_commercial_rent,existing_g_sec_rate,existing_lease_years,existing_agreement_start_date,existing_agreement_end_date,existing_lac_approval_date,existing_chairman_approval_date,existing_board_approval_date,existing_tamps_approval_date,existing_upfront_premium_flag,existing_upfront_premium_amount,tenancy_area_sqm,tenancy_consumed_fsi,tenancy_recorded_built_up_area_sqm,tenancy_commercial_built_up_area_sqm,tenancy_area_active,tenancy_area_from_date,tenancy_area_to_date,recorded_planning_fsi,recorded_additional_fsi,recorded_fsi_addition,recorded_planning_built_up_area_sqm,crz_applicable,re_develop_applicable,application_tenancy_id,application_status,application_allotted,existing_application_purpose,existing_allotment_basis,existing_application_lease_start_date,existing_application_lease_end_date,existing_tender_number,existing_tender_id,existing_tender_description,existing_application_rate,existing_rate_revision_percent,existing_rate_revision_amount,existing_application_upfront_premium,existing_security_deposit,existing_application_agreement_date,existing_sor_applicable_date,recorded_rr_land_value,rr_land_value_from_date,rr_land_value_to_date,recorded_sor_market_value,sor_market_value_from_date,sor_market_value_to_date,zone_home_rate,zone_non_home_rate,zone_annual_increment,zone_rate_from_date,zone_rate_to_date
3129,101050027,LEASE OF PLOT 7,,PRIVATE STRUCTURE,SEWREE (EAST),145,PAREL-SEWERI,2400.92,,A,False,True,True,,,,5,56,1,7,,,10105147,,,,,,True,"WHARF ROAD, HARD FOR REPAIRING BOATS",SEWREE FORT ROAD,RR - 2056,SEWREE FORT,400015,,518,LEASE OF PLOT 7,A,,,2400.9200,4,,,20701121,7,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,20701121,APPROVED,True,,Other,1885-10-06,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3148,101050044,RR NO.2040,,PRIVATE STRUCTURE,SEWREE (EAST),493,PAREL-SEWERI,42853.02,,A,False,True,True,,,,5,56,1,7,,,10105131,,,,,,True,OIL DEPOT MAIN ROAD,I.B.P. ROAD,MbPT LAND,MbPT ROAD,400015,,537,RR NO.2040,A,,,42853.0200,4,,,20701126,7,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,20701126,APPROVED,True,"Factory for manufacturing of biscuits, cakes, confectionaries, preservatives & any other user as admissible under D.C.Regulations",Other,1992-04-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8043,101050047,9, , , ,145 (part),PAREL SEWRI,48.77,,A,False,True,True, , , ,5,56,1,,,,10105104, , , ,,,False, , , , ,, ,4550,9,A,,,48.7700,4,,,10105104,1,False,True,,,,,,,,,,,,False,,48.7700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10105104,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8044,101050048,OLD RR 1984,, , ,145 (part),PAREL SEWRI,10346.98,,A,False,True,True, , , ,5,56,1,,,,10105117, , , ,,,False, , , , ,, ,4551,R R 1984,A,,,10346.9800,4,,,10105117,1,False,True,,,,,,,,,,,,False,,10346.9800,0.6500,0.0000,5380.4300,True,2004-04-01,,,,,,,,10105117,APPROVED,False,,Other,1960-07-27,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8046,101050050,11 WEST OF A & C SITES, , , ,277/145,PAREL SEWRI,167.97,,A,False,True,True, , , ,5,56,1,,,,10105127, , , ,,,False, , , , ,, ,4553,11 WEST OF A & C SITES,A,,,167.9700,4,,,10105127,1,False,True,,,,,,,,,,,,False,,167.9700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10105127,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8047,101050051,10 WEST OF A&C SITES, , , ,277/145,PAREL SEWRI,165.74,,A,False,True,True, , , ,5,56,1,,,,10105128, , , ,,,False, , , , ,, ,4554,10 WEST OF A&C SITES,A,,,165.7400,4,,,10105128,1,False,True,,,,,,,,,,,,False,,165.7400,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10105128,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8048,101050052,8, , , ,430/145,PAREL SEWRI,272.39,,A,False,True,True, , , ,5,56,1,,,,10105130, , , ,,,False, , , , ,, ,4555,8,A,,,272.3900,4,,,10105130,1,False,True,,,,,,,,,,,,False,,272.3900,0.5100,0.0000,138.9200,True,2004-04-01,,,,,,,,10105130,APPROVED,False,,Other,1959-06-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3198,102010033,"GWND OFFICE AT KALA CHOWKEY, SEWREE",,,FRERE LAND,1/147,PAREL-SEWERI,330.18,,A,False,True,True,,,4,6,56,2,7,,,10201136,,,,,,False,,,,,400033,,4937,"GWND OFFICE AT KALA CHOWKEY, SEWREE",A,,,330.1800,4,,,10201136,2,False,False,,,,,,,,,,,,False,,330.1800,1.0000,0.0000,0.0000,True,2018-12-01,,,,,,,,10201136,APPROVED,False,,Other,2016-11-02,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3193,102020010,137 (PORTION OF RR-2060),,OPEN PLOT,FRERE LAND,4/748,MAZAGAON,35.12,,A,False,True,True,,,,7,56,2,5,,,10202217,,,,,,False,C.S NO. 748,RR – 2060,RR – 2060,C.S. NO. 740,400033,,580,137 (PORTION OF RR-2060),A,,,35.1200,4,,,10202217,2,True,True,,,,,,,,,,,,False,,35.1200,0.0000,0.0000,11.2400,True,2004-04-01,,,,,,,,10202217,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1978-12-22,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3220,102020036,RR 2060 AT ARCHED BUNGLOW,,OPEN PLOT,FRERE LAND,747,MAZAGAON,2926.44,,A,False,True,True,,,,7,56,2,5,,,10202219,,,,,,False,CS NO. 748,MbPT ROAD,MbPT PASSAGE,GHORUP DEO,400033,,616,RR 2060 AT ARCHED BUNGLOW,A,,,2926.4400,4,,,20701327,7,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,20701327,APPROVED,True,,Other,1945-09-12,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7993,102020039,R R NO 2086, , , ,3/670,MAZGAON,20.88,,A,False,True,True, , , ,7,56,2,,,,10202102, , , ,,,False, , , , ,, ,4500,R R NO 2086,A,,,20.8800,4,,,10202102,2,False,False,,,,,,,,,,,,False,,20.8800,1.0000,0.0000,20.8800,True,2004-04-01,,,,,,,,10202102,APPROVED,False,,Other,1969-08-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7994,102020040,28, , , ,2/671,MAZGAON,1060.12,,A,False,True,True, , , ,7,56,2,,,,10202104, , , ,,,False, , , , ,, ,4501,28,A,,,1060.1200,4,,,10202104,2,False,False,,,,,,,,,,,,False,,1060.1200,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10202104,APPROVED,False,,Other,1960-10-07,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
7996,102020042,135, , , ,2A2/671,MAZGAON,380.72,,A,False,True,True, , , ,7,56,2,,,,10202114, , , ,,,False, , , , ,, ,4503,135,A,,,380.7200,4,,,10202114,2,False,False,,,,,,,,,,,,False,,380.7200,0.2100,0.0000,79.9500,True,2004-04-01,,,,,,,,10202114,APPROVED,False,,Other,1963-06-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8051,102020043,2 B (OLD 31B), , , ,147 (part),PAREL SEWRI,63.95,,A,False,True,True, , , ,7,56,2,,,,10202211, , , ,,,False, , , , ,, ,4558,2 B (OLD 31B),A,,,63.9500,4,,,10202211,2,False,False,,,,,,,,,,,,False,,63.9500,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10202211,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8052,102020044,36, , , ,417/145 (part),PAREL SEWRI,52.03,,A,False,True,True, , , ,7,56,2,,,,10202215, , , ,,,False, , , , ,, ,4559,36,A,,,52.0300,4,,,10202215,2,False,False,,,,,,,,,,,,False,,52.0300,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10202215,APPROVED,False,,Other,1976-03-08,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3225,102030003,5,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (J.B.),145,PAREL-SEWERI,11.61,,A,False,True,True,,,,8,56,2,7,,,10203104,,,,,,True,RAILWAY SIDING,P.D MELLO ROAD,PLOT : 4,PLOT : 6,400010,,633,5,A,,,11.6100,4,,,10203104,2,True,True,,,,,,,,,,,,False,,11.6100,1.3100,0.0000,15.2100,True,2004-04-01,,,,,,,,10203104,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1997-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3226,102030004,6,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (J.B.),145,PAREL-SEWERI,11.15,,A,False,True,True,,,,8,56,2,7,,,10203105,,,,,,True,RAILWAY SIDING,P.D MELLO ROAD,PLOT : 5,PLOT : 7,400010,,634,6,A,,,11.1500,4,,,10203105,2,True,True,,,,,,,,,,,,False,,11.1500,1.0000,0.0000,11.1500,True,2004-04-01,,,,,,,,10203105,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,2003-11-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3230,102030008,12,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (J.B.),36/147,PAREL-SEWERI,16.44,,A,False,True,True,,,,8,56,2,7,,,10203111,,,,,,True,COTTON GREEN RAILWAY STATION,P.D MELLO ROAD,PLOT : 11,PLOT : 13,400010,,638,12,A,,,16.4400,4,,,10203111,2,True,True,,,,,,,,,,,,False,,16.4400,1.4700,0.0000,24.1700,True,2004-04-01,,,,,,,,10203111,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1997-07-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3231,102030009,13,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (J.B.),36/147,PAREL-SEWERI,18.97,,A,False,True,True,,,,8,56,2,7,,,10203126,,,,,,True,COTTON GREEN RAILWAY STATION,P.D MELLO ROAD,PLOT : 12,PLOT : 14A C.RLY,400010,,5974,CDAC NNN,A,,,1300,6,,,,,,,,,,,,,,,,,,,,1300.0000,300.0000,700.0000,600.0000,True,2024-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,102030013,2,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (J.B.),145,PAREL-SEWERI,22.30,,A,False,True,True,,,,8,56,2,7,,,10203102,,,,,,True,PLOT : 1,PLOT : 4,P.D MELLO ROAD,RAILWAY SIDING,400010,,5015,2 AND 3,A,,,,4,,,10203102,2,True,True,,,,,,,,,,,,False,25.00,,,,,,,,,,,,,,10203102,APPROVED,True,,Other,1960-03-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3250,103010003,26(NORTH OF GDN.C-19),,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT),145,PAREL-SEWERI,23.42,,A,False,True,True,,,,9,56,3,7,,,10301540,,,,,,False,PLOT : 22 (NORTH OF GND. 19),MbPT LAND,2ND AVENUE,GDN. C-19,400033,,657,26(NORTH OF GDN.C-19),A,,,23.4200,4,,,10301540,3,True,True,,,,,,,,,,,,False,,23.4200,0.4500,0.0000,10.5400,True,2004-04-01,,,,,,,,10301540,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1966-08-22,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3255,103010008,6 (NORTH OG GDN.  NO C-42 ),,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT),May-00,PAREL-SEWERI,5.95,,A,False,True,True,,,,9,56,3,7,,,10301535,,,,,,False,PLOT : 5 (NORTH OF GDN. C-42 ),PLOT : 7 (NORTH OF GDN. C-42 ),2ND AVENUE,GDN. C-42,400033,,662,6 (NORTH OG GDN.  NO C-42 ),A,,,5.9500,4,,,10301535,3,True,True,,,,,,,,,,,,False,,5.9500,1.0000,0.0000,5.9500,True,2004-04-01,,,,,,,,10301535,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1962-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3264,103010017,EAST PORTION OF SHED TW-2,,MbPT STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT),410/145,PAREL-SEWERI,5645.63,,A,False,True,True,,,,9,56,3,7,,,10301627,,,,,,False,RAILWAY SIDING,WEST PORTION OF SHED TW-2,4th AVENUE,MbPT LAND,400033,,4186,EAST PORTION OF SHED TW-2,A,,,5645.6300,4,,,10301627,3,False,False,,,,,,,,,,,,False,,5645.6300,1.0000,0.0000,5645.6300,True,2004-04-01,,,,,,,,10301627,APPROVED,False,,Other,1973-07-16,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3288,103010041,JETHA F 105,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT),24838,MAZAGAON,227.43,,A,False,True,True,,,,9,56,3,5,,,10301530,,,,,,False,RAILWAY SIDING,"JETHA 73 TO 107, 80 TO 85",FRAMJI AVENUE,"JETHA 86 TO 93, 95 TO 104",400033,,5018,JETHA F 105,A,,,,4,,,10301530,3,True,True,,,,,,,,,,,,False,33.00,,,,,,,,,,,,,,10301530,APPROVED,True,,Other,1997-05-09,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3289,103010042,"JETHA F 73,79,80,& 86 TO 104",,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT), 228/1,MAZAGAON,9529.76,,A,False,True,True,,,,9,56,3,5,,,10301102,,,,,,False,7TH STREET,6TH STREET,FRAMJI AVENUE,MbPT LAND,400033,,770,"JETHA F 73,79,80,& 86 TO 104",A,,,9529.7600,4,,,10301102,3,True,True,,,,,,,,,,,,False,,9529.7600,0.5200,0.0000,4955.4800,True,2004-04-01,,,,,,,,10301102,APPROVED,True,Any lawful user as may be permitted by MCGM in conformity with the DC regulations.,Other,1952-03-24,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3290,103010043,JETHA PLINTHS A F G&B BLOCK,,,MAZGAON SEWREE RECLAMATION (COTTON DEPOT), , ,18911.34,,A,False,True,True,,,4,9,56,3,5,,,10301101,,,,,,False,,,,,400033,,771,JETHA PLINTHS A F G&B BLOCK,A,,,18911.3400,4,,,20801549,8,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,20801549,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,1960-06-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3291,103010044,"LEASE JETHAS G 125,126,128&129",,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT), , ,1564.20,,A,False,True,True,,,,9,56,3,5,,,10301624,,,,,,True,MbPT ROAD,7th STREET,PLOT : H-117,LEASED JETHAS 124 TO 127,400033,,772,"LEASE JETHAS G 125,126,128&129",A,,,1564.2000,4,,,20801608,8,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,20801608,APPROVED,True,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,1960-11-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3297,103010048,OLD ARP B 10,,OPEN PLOT,MAZGAON SEWREE RECLAMATION (COTTON DEPOT),145,PAREL-SEWERI,316.00,,A,False,True,True,,,,9,56,3,7,,,10301514,,,,,,False,1st  STREET,GDN. 9,2nd  AVENUE,GDN. 6,400033,,776,OLD ARP B 10,A,,,316.0000,4,,,10301514,3,True,True,,,,,,,,,,,,False,,316.0000,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301514,APPROVED,True,,Other,1980-08-02,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3303,103010054,OLD R R NO.1015,,MbPT STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT),297/145,PAREL-SEWERI,32.98,,A,False,True,True,,,,9,56,3,7,,,10301431,,,,,,False,MbPT LAND,RAILWAY SIDING,MbPT LAND,SUBSTATION,400033,,782,OLD R R NO.1015,A,,,32.9800,4,,,20801644,8,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,20801644,APPROVED,True,,Other,1985-02-05,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3355,103010106,WEST PORN OF SHED TW-2(HALF PN,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (COTTON DEPOT),410/145,PAREL-SEWERI,6553.00,,A,False,True,True,,,,9,56,3,7,,,10301625,,,,,,False,EAST PORTION OF SHED TW-2 (HALF),MbPT PASSAGE,4th AVENUE,RR – 1846,400033,,5432,WEST PORN OF SHED TW-2(HALF PN,A,,,,4,,,10301625,3,False,False,,,,,,,,,,,,False,521.00,,,,,,,,,,,,,,10301625,APPROVED,False,,Other,1973-08-30,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8055,103010108,GODOWN NO. E 52, , , ,169/145,PAREL SEWRI,417.23,,A,False,True,True, , , ,9,56,3,,,,10301204, , , ,,,False, , , , ,, ,4562,GODOWN NO. E 52,A,,,417.2300,4,,,10301204,3,False,False,,,,,,,,,,,,False,,417.2300,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301204,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8056,103010109,NORTH OF GDN.NO.J-154 PLOT NO3, , , ,145 (part),PAREL SEWRI,91.97,,A,False,True,True, , , ,9,56,3,,,,10301405, , , ,,,False, , , , ,, ,4563,NORTH OF GDN.NO.J-154 PLOT NO3,A,,,91.9700,4,,,10301405,3,False,False,,,,,,,,,,,,False,,91.9700,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301405,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8057,103010110,PART-OF JETHA  B-29, , , ,9/145,PAREL SEWRI,150.50,,A,False,True,True, , , ,9,56,3,,,,10301439, , , ,,,False, , , , ,, ,5457,PART-OF JETHA  B-29,A,,,,4,,,10301439,3,False,False,,,,,,,,,,,,False,32.00,,,,,,,,,,,,,,10301439,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8058,103010111,OPEN JETHA D-45, , , ,25/145,PAREL SEWRI,227.43,,A,False,True,True, , , ,9,56,3,,,,10301445, , , ,,,False, , , , ,, ,4565,OPEN JETHA D-45,A,,,227.4300,4,,,10301445,3,False,False,,,,,,,,,,,,False,,227.4300,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301445,APPROVED,False,,Other,1965-03-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8059,103010112,OPEN JETHA D-46, , , ,26/145,PAREL SEWRI,227.43,,A,False,True,True, , , ,9,56,3,,,,10301446, , , ,,,False, , , , ,, ,4566,OPEN JETHA D-46,A,,,227.4300,4,,,10301446,3,False,False,,,,,,,,,,,,False,,227.4300,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301446,APPROVED,False,,Other,1965-01-07,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8060,103010113,OPOE  JETHA D-47, , , ,27/145,PAREL SEWRI,227.43,,A,False,True,True, , , ,9,56,3,,,,10301447, , , ,,,False, , , , ,, ,4567,OPOE  JETHA D-47,A,,,227.4300,4,,,10301447,3,False,False,,,,,,,,,,,,False,,227.4300,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301447,APPROVED,False,,Other,1965-01-07,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8061,103010114,OPEN JETHA D 65, , , ,45/145,PAREL SEWRI,227.43,,A,False,True,True, , , ,9,56,3,,,,10301515, , , ,,,False, , , , ,, ,4568,OPEN JETHA D 65,A,,,227.4300,4,,,10301515,3,False,False,,,,,,,,,,,,False,,227.4300,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301515,APPROVED,False,,Other,1963-07-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8062,103010115,OPEN JETHA K 149, , , ,65/145,PAREL SEWRI,318.56,,A,False,True,True, , , ,9,56,3,,,,10301526, , , ,,,False, , , , ,, ,4569,OPEN JETHA K 149,A,,,318.5600,4,,,10301526,3,False,False,,,,,,,,,,,,False,,318.5600,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301526,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8063,103010116,SITE AT JN.OF BDRY.RD.&FRANJI, , , ,1/228,MAZGAON,369.49,,A,False,True,True, , , ,9,56,3,,,,10301529, , , ,,,False, , , , ,, ,4570,SITE AT JN.OF BDRY.RD.&FRANJI,A,,,369.4900,4,,,10301529,3,False,False,,,,,,,,,,,,False,,369.4900,0.0000,0.0000,73.9000,True,2004-04-01,,,,,,,,10301529,APPROVED,False,,Other,1971-07-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8064,103010117,2 SOUTH OF GODOWN C 10, , , ,145 (part),PAREL SEWRI,18.58,,A,False,True,True, , , ,9,56,3,,,,10301532, , , ,,,False, , , , ,, ,4571,2 SOUTH OF GODOWN C 10,A,,,18.5800,4,,,10301532,3,False,False,,,,,,,,,,,,False,,18.5800,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301532,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8065,103010118,31, , , ,145 (part),PAREL SEWRI,25.92,,A,False,True,True, , , ,9,56,3,,,,10301541, , , ,,,False, , , , ,, ,4572,31,A,,,25.9200,4,,,10301541,3,False,False,,,,,,,,,,,,False,,25.9200,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301541,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8066,103010119,32, , , ,145 (part),PAREL SEWRI,36.42,,A,False,True,True, , , ,9,56,3,,,,10301542, , , ,,,False, , , , ,, ,4573,32,A,,,36.4200,4,,,10301542,3,False,False,,,,,,,,,,,,False,,36.4200,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301542,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8067,103010120,34 ON JETHA K 131, , , ,47/145,PAREL SEWRI,5.95,,A,False,True,True, , , ,9,56,3,,,,10301544, , , ,,,False, , , , ,, ,4574,34 ON JETHA K 131,A,,,5.9500,4,,,10301544,3,False,False,,,,,,,,,,,,False,,5.9500,0.0000,0.0000,5.8300,True,2004-04-01,,,,,,,,10301544,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8068,103010121,1 SOUTH OF GDN.E-54, , , ,171/145,PAREL SEWRI,131.64,,A,False,True,True, , , ,9,56,3,,,,10301546, , , ,,,False, , , , ,, ,4575,1 SOUTH OF GDN.E-54,A,,,131.6400,4,,,10301546,3,False,False,,,,,,,,,,,,False,,131.6400,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301546,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8069,103010122,WATCHMAN'S CHKY NR.PT SH.TW-2, , , ,375/145,PAREL SEWRI,1.27,,A,False,True,True, , , ,9,56,3,,,,10301628, , , ,,,False, , , , ,, ,4576,WATCHMAN'S CHKY NR.PT SH.TW-2,A,,,1.2700,4,,,10301628,3,False,False,,,,,,,,,,,,False,,1.2700,1.0000,0.0000,1.2700,True,2004-04-01,,,,,,,,10301628,APPROVED,False,,Other,1975-09-08,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8222,103010123,OLD ARP'B'-5, , , ,145 (part ),PAREL SEWRI,293.05,,A,False,True,True, , , ,9,56,3,,,,10301537, , , ,,,False, , , , ,, ,4728,OLD ARP'B'-5,A,,,293.0500,4,,,10301537,3,False,False,,,,,,,,,,,,False,,293.0500,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301537,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8223,103010124,OLD RR 979, , , ,268/145,PAREL SEWRI,427.35,,A,False,True,True, , , ,9,56,3,,,,10301612, , , ,,,False, , , , ,, ,4729,OLD RR 979,A,,,427.3500,4,,,10301612,3,False,False,,,,,,,,,,,,False,,427.3500,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301612,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8224,103010125,OLD ARP PLOT B -6, , , ,145 (part ),PAREL SEWRI,307.18,,A,False,True,True, , , ,9,56,3,,,,10301622, , , ,,,False, , , , ,, ,4730,OLD ARP PLOT B -6,A,,,307.1800,4,,,10301622,3,False,False,,,,,,,,,,,,False,,307.1800,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301622,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8226,103010127,OLD ARP B-4 IN LIEU OF K-153, , , ,145 (part ),PAREL SEWRI,329.09,,A,False,True,True, , , ,9,56,3,,,,10301633, , , ,,,False, , , , ,, ,4732,OLD ARP B-4 IN LIEU OF K-153,A,,,329.0900,4,,,10301633,3,False,False,,,,,,,,,,,,False,,329.0900,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301633,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
8227,103010128,OLD ARP B-7 IN LIEU OF JH K152, , , ,145 (part ),PAREL SEWRI,310.91,,A,False,True,True, , , ,9,56,3,,,,10301634, , , ,,,False, , , , ,, ,4733,OLD ARP B-7 IN LIEU OF JH K152,A,,,310.9100,4,,,10301634,3,False,False,,,,,,,,,,,,False,,310.9100,0.0000,0.0000,0.0000,True,1873-01-01,,,,,,,,10301634,APPROVED,False,,Other,1873-01-01,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
3443,104010082,27 AT COAL DEPOT,,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),145,PAREL-SEWERI,166.85,,A,False,True,True,,,,10,56,4,7,,,10401302,,,,,,False,PLOT : 26,RAILWAY SIDING,PLOT : 28,MbPT PASSAGE,400015,,913,27 AT COAL DEPOT,A,,,166.8500,4,,,31101116,11,True,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,31101116,APPROVED,True,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,1918-04-22,,0,,,0,0.00,0.00,0,0,,,,,,,,,,,,,
