tenancy_id,tenant_id,customer_code,unit_id,status,is_alloted,purpose,allotment_basis,tender_number,tender_id,tender_description,duration_from,duration_to,rate,is_sor_applicable,sor_applicable_date,percent_rate_revision,amount_rate_revision,upfront_premium_amt,security_deposit_amt,total_security_deposit,date_of_agreement,remarks,justification,terms_and_condition,update_timestamp
20802107,5787,20802107,8,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1957-10-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
20802111,5791,20802111,8,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1976-02-13,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
20802112,5792,20802112,8,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1976-03-26,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
20802113,5793,20802113,8,APPROVED,True,,,0,,,1976-03-26,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
20802114,5794,20802114,8,APPROVED,True,,,0,,,1976-03-26,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
20802115,5795,20802115,8,APPROVED,True,,,0,,,1976-07-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901144,5842,30901144,9,APPROVED,False,,Other,0,,,1974-09-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901145,5843,30901145,9,APPROVED,False,,Other,0,,,1958-08-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901146,5844,30901146,9,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901149,5847,30901149,9,APPROVED,False,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,0,,,1942-07-20,,0,0,,0.00,0.00,0,0,0.00,,,,1978-03-09,2022-05-13 12:13:58.190000
30901219,5866,30901219,9,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901223,5870,30901223,9,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901244,5888,30901244,9,APPROVED,False,,Other,0,,,1971-12-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901247,5891,30901247,9,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1959-08-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901248,5892,30901248,9,APPROVED,False,,Other,0,,,1959-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901306,5899,30901306,9,APPROVED,False,,Other,0,,,1968-10-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901309,5902,30901309,9,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901338,5931,30901338,9,APPROVED,False,,Other,0,,,1958-10-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901402,5945,30901402,9,APPROVED,True,,Other,0,,,1958-10-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901417,5959,30901417,9,APPROVED,True,,Other,0,,,1975-07-25,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901418,5960,30901418,9,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901421,5963,30901421,9,APPROVED,True,,Other,0,,,1978-05-26,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901423,5965,30901423,9,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901426,5968,30901426,9,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1984-07-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901428,5970,30901428,9,APPROVED,False,,Other,0,,,1986-10-18,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
30901468,6007,30901468,9,APPROVED,False,,Other,0,,,2006-02-28,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001104,6018,31001104,10,APPROVED,False,,,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001137,6050,31001137,10,APPROVED,False,,Other,0,,,1920-08-15,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001138,6051,31001138,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001139,6052,31001139,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001150,6062,31001150,10,APPROVED,False,,Other,0,,,1928-08-28,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001221,6078,31001221,10,APPROVED,False,,Other,0,,,1943-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001228,6082,31001228,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001234,6088,31001234,10,APPROVED,False,,Other,0,,,1955-05-13,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001327,6129,31001327,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001350,6151,31001350,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001402,6153,31001402,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001407,6158,31001407,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001408,6159,31001408,10,APPROVED,False,,Other,0,,,1974-02-16,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001411,6162,31001411,10,APPROVED,False,,Other,0,,,1949-05-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001426,6170,31001426,10,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1953-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001509,6196,31001509,10,APPROVED,True,,Other,0,,,1994-04-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001525,6205,31001525,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001526,6206,31001526,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001532,6210,31001532,10,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31001549,6227,31001549,10,APPROVED,False,,Other,0,,,1973-11-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31101116,6479,31101116,11,APPROVED,True,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade",Other,0,,,1918-04-22,,0,0,,0.00,0.00,0,0,0.00,,,,1978-03-09,2022-05-13 12:13:58.190000
31101134,6497,31101134,11,APPROVED,True,,Other,0,,,1918-08-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31101136,6499,31101136,11,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31101137,6500,31101137,11,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31101238,6544,31101238,11,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31102139,6599,31102139,11,APPROVED,True,,Other,0,,,1994-04-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31102227,6637,31102227,11,APPROVED,False,,Other,0,,,1960-11-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31102239,6648,31102239,11,APPROVED,False,,Other,0,,,1967-04-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202102,6687,31202102,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202125,6710,31202125,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202128,6713,31202128,12,APPROVED,True,,Other,0,,,1968-12-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202129,6714,31202129,12,APPROVED,False,,Other,0,,,1957-03-04,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202130,6715,31202130,12,APPROVED,False,,Other,0,,,1964-02-26,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202139,6724,31202139,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202140,6725,31202140,12,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1969-09-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202144,6729,31202144,12,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1947-08-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202146,6731,31202146,12,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1957-11-16,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202147,6732,31202147,12,APPROVED,True,,Other,0,,,1963-02-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202150,6735,31202150,12,APPROVED,False,,Other,0,,,1964-05-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202205,6740,31202205,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202206,6741,31202206,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202209,6744,31202209,12,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1959-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202211,6746,31202211,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202214,6749,31202214,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202220,6755,31202220,12,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1957-07-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202223,6758,31202223,12,APPROVED,True,,Other,0,,,1957-09-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202226,6761,31202226,12,APPROVED,False,,Other,0,,,1939-01-26,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202229,6764,31202229,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202231,6766,31202231,12,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1956-12-05,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31202232,6767,31202232,12,APPROVED,True,,Other,0,,,1950-05-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31203326,6795,31203326,12,APPROVED,True,,Other,0,,,1959-06-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31203327,6796,31203327,12,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31205102,6801,31205102,12,APPROVED,False,,Other,0,,,0006-07-11,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
31209104,6927,31209104,12,APPROVED,True,,Other,0,,,2004-09-13,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41304130,6972,41304130,13,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41304345,7087,41304345,13,APPROVED,True,,Other,0,,,1957-05-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41304404,7096,41304404,13,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1959-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41304405,7097,41304405,13,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1959-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41304406,7098,41304406,13,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1959-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41304407,7099,41304407,13,APPROVED,True,,Other,0,,,1959-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41304534,7172,41304534,13,APPROVED,True,,Other,0,,,2000-07-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41305113,7187,41305113,13,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41305121,7195,41305121,13,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41305137,7211,41305137,13,APPROVED,False,,Other,0,,,1957-08-12,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41305139,7213,41305139,13,APPROVED,False,,Other,0,,,1952-04-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41305230,7254,41305230,13,APPROVED,False,,Other,0,,,1941-05-16,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41305241,7265,41305241,13,APPROVED,False,,Other,0,,,1969-11-24,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306112,7301,41306112,13,APPROVED,False,,Other,0,,,1978-12-14,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306113,7302,41306113,13,APPROVED,False,,Transfer of Tenancy,0,,,1978-12-14,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306129,7317,41306129,13,APPROVED,True,Open storage of Manglore tiles,Other,0,,,1931-09-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306145,7333,41306145,13,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306147,7335,41306147,13,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306207,7345,41306207,13,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306213,7351,41306213,13,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Transfer of Tenancy,0,,,1996-01-03,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306221,7359,41306221,13,APPROVED,True,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41306224,7362,41306224,13,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41308110,7374,41308110,13,APPROVED,False,,Other,0,,,1945-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41308204,7417,41308204,13,APPROVED,True,,Other,0,,,1957-12-27,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41404101,7448,41404101,14,APPROVED,False,,Other,0,,,1873-01-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41404102,7449,41404102,14,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1957-12-31,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41413102,7592,41413102,14,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1959-07-04,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41413103,7593,41413103,14,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1960-10-18,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41413112,7602,41413112,14,APPROVED,True,storage of non-hazardous goods & office in connection therewith,Other,0,,,1942-06-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41413125,7615,41413125,14,APPROVED,True,,15 monthly,0,,,1999-10-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
41414102,7623,41414102,14,APPROVED,False,,EXPIRED LEASE,0,,,1977-04-01,,0,0,,0.00,0.00,0,0,0.00,,,,,2022-05-13 12:13:58.190000
