"plot_id","plot_code","rr_no","street_no","main_structure_name","location","plot_area_sqm","let_out_id","let_out_name","tenancy_id","unit_id","agreement_start_date","agreement_end_date","long_lease_years","letout_area_sqm","consumed_fsi","proposed_use","lease_start_date","lease_end_date"
8059,"103010112",OPEN JETHA D-46, , , ,227.43,4566,OPEN JETHA D-46,,,,,,,,,,
8060,"103010113",OPOE  JETHA D-47, , , ,227.43,4567,OPOE  JETHA D-47,,,,,,,,,,
8061,"103010114",OPEN JETHA D 65, , , ,227.43,4568,OPEN JETHA D 65,,,,,,,,,,
8062,"103010115",OPEN JETHA K 149, , , ,318.56,4569,OPEN JETHA K 149,,,,,,,,,,
8063,"103010116",SITE AT JN.OF BDRY.RD.&FRANJI, , , ,369.49,4570,SITE AT JN.OF BDRY.RD.&FRANJI,,,,,,,,,,
8064,"103010117","2 SOUTH OF GODOWN C 10", , , ,18.58,4571,"2 SOUTH OF GODOWN C 10",,,,,,,,,,
8065,"103010118","31", , , ,25.92,4572,"31",,,,,,,,,,
8066,"103010119","32", , , ,36.42,4573,"32",,,,,,,,,,
8067,"103010120","34 ON JETHA K 131", , , ,5.95,4574,"34 ON JETHA K 131",,,,,,,,,,
8068,"103010121","1 SOUTH OF GDN.E-54", , , ,131.64,4575,"1 SOUTH OF GDN.E-54",,,,,,,,,,
8069,"103010122",WATCHMAN'S CHKY NR.PT SH.TW-2, , , ,1.27,4576,WATCHMAN'S CHKY NR.PT SH.TW-2,,,,,,,,,,
8222,"103010123",OLD ARP'B'-5, , , ,293.05,4728,OLD ARP'B'-5,,,,,,,,,,
8223,"103010124",OLD RR 979, , , ,427.35,4729,OLD RR 979,,,,,,,,,,
8224,"103010125",OLD ARP PLOT B -6, , , ,307.18,4730,OLD ARP PLOT B -6,,,,,,,,,,
8226,"103010127",OLD ARP B-4 IN LIEU OF K-153, , , ,329.09,4732,OLD ARP B-4 IN LIEU OF K-153,,,,,,,,,,
8227,"103010128",OLD ARP B-7 IN LIEU OF JH K152, , , ,310.91,4733,OLD ARP B-7 IN LIEU OF JH K152,,,,,,,,,,
3443,"104010082","27 AT COAL DEPOT",,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),166.85,913,"27 AT COAL DEPOT","10401302",4,,,,166.8500,0.0000,"","1970-02-28",""
3443,"104010082","27 AT COAL DEPOT",,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),166.85,913,"27 AT COAL DEPOT","10401302",4,,,,166.8500,0.1000,"","1970-02-28",""
3443,"104010082","27 AT COAL DEPOT",,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),166.85,913,"27 AT COAL DEPOT","31101116",11,,,,,,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade","1918-04-22",""
3467,"104010104","3B",,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),244.80,935,"3B","10401425",4,,,,244.8000,0.4600,storage of non-hazardous goods & office in connection therewith,"1973-11-01",""
3467,"104010104","3B",,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),244.80,935,"3B","10401425",4,,,,244.8000,0.0000,storage of non-hazardous goods & office in connection therewith,"1973-11-01",""
3467,"104010104","3B",,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),244.80,935,"3B","31101134",11,,,,,,"","1918-08-01",""
3516,"104010149",D-2  COAL DEPOT,,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),278.71,980,D-2  COAL DEPOT,"10401544",4,,,,278.7100,0.0000,storage of non-hazardous goods & office in connection therewith,"1960-06-01",""
3516,"104010149",D-2  COAL DEPOT,,OPEN PLOT,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),278.71,980,D-2  COAL DEPOT,"10401544",4,,,,278.7100,1.0100,storage of non-hazardous goods & office in connection therewith,"1960-06-01",""
3552,"104010185",NORTH OF F SHED GRAIN DEPOT,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),82.31,1015,NORTH OF F SHED GRAIN DEPOT,"10401138",4,,,,82.3100,0.0000,"","1957-07-01",""
3552,"104010185",NORTH OF F SHED GRAIN DEPOT,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),82.31,1015,NORTH OF F SHED GRAIN DEPOT,"10401138",4,,,,82.3100,0.9500,"","1957-07-01",""
3552,"104010185",NORTH OF F SHED GRAIN DEPOT,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),82.31,5029,NORTH OF F SHED GRAIN DEPOT,"10401138",4,,,,,,"","1957-07-01",""
3552,"104010185",NORTH OF F SHED GRAIN DEPOT,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),82.31,5030,NORTH OF F SHED GRAIN DEPOT,"10401138",4,,,,,,"","1957-07-01",""
3552,"104010185",NORTH OF F SHED GRAIN DEPOT,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),82.31,5305,NORTH OF F SHED GRAIN DEPOT,"10401138",4,,,,,,"","1957-07-01",""
3561,"104010194",Q-SOUTH MAZAGAON SEWREE RECLN.,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),1264.80,1023,Q-SOUTH MAZAGAON SEWREE RECLN.,"10401207",4,,,,1264.8000,0.0000,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade","1966-07-18",""
3561,"104010194",Q-SOUTH MAZAGAON SEWREE RECLN.,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),1264.80,1023,Q-SOUTH MAZAGAON SEWREE RECLN.,"10401207",4,,,,1454.2700,0.0000,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade","1966-07-18",""
3561,"104010194",Q-SOUTH MAZAGAON SEWREE RECLN.,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),1264.80,1023,Q-SOUTH MAZAGAON SEWREE RECLN.,"10401207",4,,,,1264.8000,0.7500,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade","1966-07-18",""
3575,"104010208",RR 1678,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),2748.53,1037,RR 1678,"10401219",4,,,,2748.5300,0.8000,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade","1946-10-29",""
3575,"104010208",RR 1678,,PRIVATE STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),2748.53,1037,RR 1678,"10401219",4,,,,2748.5300,0.0000,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade","1946-10-29",""
3589,"104010222",SHED ON R R 1715  M S R,,MbPT STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),7332.19,1046,SHED ON R R 1715  M S R,"31202223",12,,,,,,"","1957-09-01",""
3589,"104010222",SHED ON R R 1715  M S R,,MbPT STRUCTURE,MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),7332.19,5037,SHED ON R R 1715  M S R,,,,,,,,,,
8398,"104010222",E SHED(BAY 53 TO 70),,"",MAZGAON SEWREE RECLAMATION (GRAIN & COTTON DEPOT),2659.76,6072,E SHED(BAY 53 TO 70),"10401151",4,,,,2659.7600,1.0000,storage of non-hazardous goods & office in connection therewith,"1966-06-01",""
7944,"104010234",R R 1465 & 1466, , , ,7646.85,4460,R R 1465 & 1466,,,,,,,,,,
7997,"104010235",NORTH OF A SHED GRAIN DEPOT, , , ,117.06,4504,NORTH OF A SHED GRAIN DEPOT,,,,,,,,,,
7998,"104010236",RR NO 2048, , , ,355.35,4505,RR NO 2048,,,,,,,,,,
8070,"104010238",SOUTH OF C SHED GRAIN DEPOT, , , ,222.97,4577,SOUTH OF C SHED GRAIN DEPOT,,,,,,,,,,
8071,"104010239",NORTH OF C SHED, , , ,292.64,4578,NORTH OF C SHED,,,,,,,,,,
8072,"104010240",SOUTH OF D SHED, , , ,13.38,4579,SOUTH OF D SHED,,,,,,,,,,
8073,"104010241",SOUTH OF T SHED, , , ,34.28,4580,SOUTH OF T SHED,,,,,,,,,,
8074,"104010242",SOUTH OF T SHED, , , ,52.77,4581,SOUTH OF T SHED,,,,,,,,,,
8075,"104010243",SOUTH OF T SHED GRAIN DEPOT, , , ,104.05,4582,SOUTH OF T SHED GRAIN DEPOT,,,,,,,,,,
8076,"104010244",NORTH OF T SHED GRAIN DEPOTMSR, , , ,104.05,4583,NORTH OF T SHED GRAIN DEPOTMSR,,,,,,,,,,
8077,"104010245",NORTH OF T SHED M S R, , , ,29.91,4584,NORTH OF T SHED M S R,,,,,,,,,,
8078,"104010246",SOUTH OF F SHED, , , ,209.03,4585,SOUTH OF F SHED,,,,,,,,,,
8082,"104010250",NORTH OF H SHED GRAIN DEPOTMSR, , , ,475.76,4589,NORTH OF H SHED GRAIN DEPOTMSR,,,,,,,,,,
8084,"104010252",RR 1931, , , ,271.28,4591,RR 1931,,,,,,,,,,
8085,"104010253","8 COAL DEPOT", , , ,379.97,4592,"8 COAL DEPOT",,,,,,,,,,
8086,"104010254","13 AT COAL DEPOT", , , ,319.87,4593,"13 AT COAL DEPOT",,,,,,,,,,
8087,"104010255","14 COAL DEPOT", , , ,376.26,4594,"14 COAL DEPOT",,,,,,,,,,
8088,"104010256","17 AT COAL DEPOT", , , ,376.26,4595,"17 AT COAL DEPOT",,,,,,,,,,
8089,"104010257",PLOT 18, , , ,263.38,4596,PLOT 18,,,,,,,,,,
8090,"104010258","23(NORTH HALE OF 35)", , , ,376.81,4597,"23(NORTH HALE OF 35)",,,,,,,,,,
8091,"104010259","25 WEST RD", , , ,153.29,4598,"25 WEST RD",,,,,,,,,,
8093,"104010261","27 B COAL DEPOT", , , ,255.20,4600,"27 B COAL DEPOT",,,,,,,,,,
8094,"104010262","28 C OF COAL DEPOT", , , ,427.26,4601,"28 C OF COAL DEPOT",,,,,,,,,,
8099,"104010267","3 A AT COAL DEPOT", , , ,266.63,4606,"3 A AT COAL DEPOT",,,,,,,,,,
8102,"104010270",I 2 & COAL DEPOT., , , ,278.71,4609,I 2 & COAL DEPOT.,,,,,,,,,,
8103,"104010271",C-2  COAL DEPOT, , , ,278.71,4610,C-2  COAL DEPOT,,,,,,,,,,
8105,"104010273",A-3, , , ,278.71,4612,A-3,,,,,,,,,,
8106,"104010274",A-4, , , ,278.71,4613,A-4,,,,,,,,,,
8109,"104010277",ADDL.LAND OF EAST OF R R 1669, , , ,279.29,4616,ADDL.LAND OF EAST OF R R 1669,,,,,,,,,,
8110,"104010278",ADDL.LAND EAST OF 1671, , , ,146.29,4617,ADDL.LAND EAST OF 1671,,,,,,,,,,
3606,"205010002","161 SURAT STREET",,,MAZGAON SEWREE RECLAMATION (EAST),0.00,1058,SITEA&B/STRIPX&Y,"20501111",5,,,,125330.6900,0.2900,storage of non-hazardous goods & office in connection therewith,"1971-11-01",""
3631,"205010005","17 A",,,MAZGAON SEWREE RECLAMATION (EAST),61406.96,1068,OLD RR NO 1537,"31202231",12,,,,,,storage of non-hazardous goods & office in connection therewith,"1956-12-05",""
3632,"205010006","17 BEARING R R NO 874",,,MAZGAON SEWREE RECLAMATION (EAST),17536.29,1069,OLD RR NO 1655,"31202232",12,,,,,,"","1950-05-01",""
3645,"205010008","1713",,,MAZGAON SEWREE RECLAMATION (EAST),35.67,4378,GARAGE NO 2 ATT.TO AFS QUARTER,,,,,,,,,,
3646,"205010009","1714",,,MAZGAON SEWREE RECLAMATION (EAST),1896.71,4379,R R NO 1881,,,,,,,,,,
3731,"205010010","2(SEWREE GADI ADDA)",,,MAZGAON SEWREE RECLAMATION (EAST),289.21,1105,"2(SEWREE GADI ADDA)",,,,,,,,,,
7545,"205010021",OLD RR NO 1692,,Private Structure,,12529.45,2758,OLD RR NO 1692,,,,,,,,,,
7558,"205010034",RR NO 1724,,Private Structure,,9485.87,2771,RR NO 1724,,,,,,,,,,
7559,"205010035",RR NO 1647,,Private Structure,,15872.21,2772,RR NO 1647,,,,,,,,,,
7560,"205010036",RR NO 1581,,Private Structure,,17582.26,2773,RR NO 1581,,,,,,,,,,
7561,"205010037",RR NO 1540(ADDL LAND),,Private Structure,,12425.04,2774,RR NO 1540(ADDL LAND),,,,,,,,,,
7561,"205010037",RR NO 1540(ADDL LAND),,Private Structure,,12425.04,4982,RR NO 1540(ADDL LAND),,,,,,,,,,
7561,"205010037",RR NO 1540(ADDL LAND),,Private Structure,,12425.04,5185,RR NO 1540(ADDL LAND),,,,,,,,,,
7561,"205010037",RR NO 1540(ADDL LAND),,Private Structure,,12425.04,5383,RR NO 1540(ADDL LAND),,,,,,,,,,
7563,"205010039",OLD RR NO 1547,,Private Structure,,55.74,2776,OLD RR NO 1547,,,,,,,,,,
7563,"205010039",OLD RR NO 1547,,Private Structure,,55.74,4984,OLD RR NO 1547,,,,,,,,,,
7564,"205010040",OLD RR NO 1594,,Private Structure,,5800.96,2777,OLD RR NO 1594,,,,,,,,,,
7564,"205010040",OLD RR NO 1594,,Private Structure,,5800.96,4985,OLD RR NO 1594,,,,,,,,,,
7565,"205010041",ADDL.LAND NORTH OF OLD RR 1655,,Private Structure,,1702.26,2778,ADDL.LAND NORTH OF OLD RR 1655,,,,,,,,,,
7569,"205010045",ADDL LAND TO N OF OLD RR 1692,,Private Structure,,2173.38,2782,ADDL LAND TO N OF OLD RR 1692,,,,,,,,,,
7571,"205010047",RR NO. 1836 & 1743,,Open Plot,,6959.83,2784,RR NO. 1836 & 1743,,,,,,,,,,
8112,"205010051","14 AT MANGANESE ORE DEPOT MSR", , , ,1837.99,4619,"14 AT MANGANESE ORE DEPOT MSR",,,,,,,,,,
8124,"205010063",GARRAGE NO 3 ATTACHED AFS QTRS, , , ,35.67,4631,GARRAGE NO 3 ATTACHED AFS QTRS,,,,,,,,,,
8125,"205010064","26 ADJ.TO GARAGE 3 AT AFS QTRS", , , ,68.28,4632,"26 ADJ.TO GARAGE 3 AT AFS QTRS",,,,,,,,,,
8126,"205010065",GARRAGE 1 SOUTH OF EX.AFS.QTR., , , ,35.67,4633,GARRAGE 1 SOUTH OF EX.AFS.QTR.,,,,,,,,,,
8128,"205010067","27 SEWREE TIMBER POND", , , ,543.48,4635,"27 SEWREE TIMBER POND",,,,,,,,,,
8129,"205010068","120 NEW PLOT 28", , , ,429.86,4636,"120 NEW PLOT 28",,,,,,,,,,
8251,"205020001",OLD R R NO 876, , , ,283952.94,4757,OLD R R NO 876,,,,,,,,,,
5478,"206010021","21",,,MAZGAON TANK BUNDER,70.61,2684,"21","20601117",6,,,,67.3800,1.0000,Factory & Storage Of Non Hazardous Goods,"1967-11-01",""
5481,"206010024","26",,, MAZGAON TANK BUNDER,127.18,2687,"26","20601121",6,,,,127.1800,1.4100,storage of non-hazardous goods & office in connection therewith,"1965-03-01",""
5483,"206010026","29",,, MAZGAON TANK BUNDER,178.75,2689,"29","20601127",6,,,,178.7500,1.1400,storage of non-hazardous goods & office in connection therewith,"1961-11-01",""
5485,"206010028","31",,, MAZGAON TANK BUNDER,66.61,2691,"31","20601129",6,,,,66.6100,1.1500,"","1968-04-01",""
5486,"206010029","32",,,MAZGAON TANK BUNDER,136.85,2692,"32","20601130",6,,,,136.8500,0.7600,storage of non-hazardous goods & office in connection therewith,"1966-02-01",""
5490,"206010033","36",,, MAZGAON TANK BUNDER,49.80,2696,"36","20601134",6,,,,49.8000,1.2200,storage of non-hazardous goods & office in connection therewith,"1968-07-01",""
5503,"206010046","55",,, MAZGAON TANK BUNDER,84.54,2709,"55","20601209",6,,,,84.5400,2.0000,storage of non-hazardous goods & office in connection therewith,"1964-09-01",""
5522,"206010061","92",,,MAZGAON TANK BUNDER,184.41,2727,"92","20601234",6,,,,184.4100,0.9600,storage of non-hazardous goods & office in connection therewith,"1975-02-01",""
5544,"206010082","120",,, MAZGAON TANK BUNDER,581.29,2748,"120","20601311",6,,,,581.2900,0.9800,"","1968-10-01",""
5545,"206010083","121",,, MAZGAON TANK BUNDER,411.37,2749,"121","20601312",6,,,,411.3700,1.6400,"","1973-08-01",""
5545,"206010083","121",,, MAZGAON TANK BUNDER,411.37,5172,"121","20601312",6,,,,,,"","1973-08-01",""
5545,"206010083","121",,, MAZGAON TANK BUNDER,411.37,5375,"121","20601312",6,,,,,,"","1973-08-01",""
5547,"206010085","124",,,MAZGAON TANK BUNDER,734.58,2751,"124","20601315",6,,,,734.5800,1.1400,"","1961-08-01",""
5547,"206010085","124",,,MAZGAON TANK BUNDER,734.58,5173,"124","20601315",6,,,,,,"","1961-08-01",""
5547,"206010085","124",,,MAZGAON TANK BUNDER,734.58,5376,"124","20601315",6,,,,,,"","1961-08-01",""
7575,"206010089",R R NO 1927,,Private Structure,,748.61,2788,R R NO 1927,,,,,,,,,,
8000,"206010124","24", , , ,1331.67,4507,"24",,,,,,,,,,
8000,"206010124","24", , , ,1331.67,5454,"24",,,,,,,,,,
8005,"206010129","100", , , ,247.12,4512,"100",,,,,,,,,,
8006,"206010130",RR NO 2005, , , ,327.67,4513,RR NO 2005,,,,,,,,,,
7947,"206020006","60    (OPEN STRIP)", , , ,21.95,4461,"60    (OPEN STRIP)",,,,,,,,,,
5470,"207010048","5",,,MAZGAON RECLAMATION (NORTH),118.36,2676,"5","20701109",7,,,,118.3600,0.4200,Lorry weigh bridge & office in connection therewith,"1968-10-01",""
5470,"207010048","5",,,MAZGAON RECLAMATION (NORTH),118.36,5164,"5","20701109",7,,,,,,Lorry weigh bridge & office in connection therewith,"1968-10-01",""
5470,"207010048","5",,,MAZGAON RECLAMATION (NORTH),118.36,5370,"5","20701109",7,,,,,,Lorry weigh bridge & office in connection therewith,"1968-10-01",""
5473,"207010051","12",,,MAZGAON RECLAMATION (NORTH),810.76,2679,"12","20701114",7,,,,810.7600,1.1300,"","1972-06-01",""
7637,"207010076","203 & 210",,Private Structure,,213.49,2850,"203 & 210","20701129",7,,,,213.4900,1.6100,"","1960-12-01",""
7637,"207010076","203 & 210",,Private Structure,,213.49,2850,"203 & 210","20701129",7,,,,15.0300,1.6100,"","1960-12-01",""
7637,"207010076","203 & 210",,Private Structure,,213.49,5212,"203 & 210","20701129",7,,,,,,"","1960-12-01",""
7637,"207010076","203 & 210",,Private Structure,,213.49,5403,"203 & 210","20701129",7,,,,,,"","1960-12-01",""
7648,"207010087","220 QUAY STREET",,Private Structure,,150.39,2861,"220 QUAY STREET","20701143",7,,,,150.3900,1.9400,"","1970-09-01",""
7695,"207010134",R R 2004,,Private Structure,,5499.30,2908,R R 2004,"20701339",7,,,,5499.3000,0.7300,"","1960-11-01",""
7695,"207010134",R R 2004,,Private Structure,,5499.30,5259,R R 2004,"20701339",7,,,,,,"","1960-11-01",""
7695,"207010134",R R 2004,,Private Structure,,5499.30,5260,R R 2004,"20701339",7,,,,,,"","1960-11-01",""
7701,"207010140","328 SUPPLY OF RR 2004",,Private Structure,,90.67,2914,"328 SUPPLY OF RR 2004","20701348",7,,,,90.6700,0.4200,"Petrol & oil, diesel pumps, service station, weigh bridge & other purposes connected with motor trade","1973-06-15",""
7711,"207010150","334",,Open Plot,,66.61,2924,"334","20701410",7,,,,66.6100,0.0000,storage of non-hazardous goods & office in connection therewith,"1982-04-14",""
7711,"207010150","334",,Open Plot,,66.61,6059,"L.F FOR OFFICE SPACE IN MARATHA MANDIR BLDG.
","31209104",12,,,,180.6200,0.0000,"","2004-09-13",""
8007,"207010151",R R 1950, , , ,3234.32,4514,R R 1950,,,,,,,,,,
8007,"207010151",R R 1950, , , ,3234.32,5455,R R 1950,,,,,,,,,,
8008,"207010152","219 QUAY STREET", , , ,330.96,4515,"219 QUAY STREET",,,,,,,,,,
8009,"207010153","228 QUAY RD", , , ,132.85,4516,"228 QUAY RD",,,,,,,,,,
8010,"207010154","278", , , ,244.06,4517,"278",,,,,,,,,,
8011,"207010155","294 B", , , ,38.65,4518,"294 B",,,,,,,,,,
3695,"208010030","187A/1",,,MAZGAON RECLAMATION (SOUTH),4.83,1094,"187A/1","20801429",8,,,,4.8300,0.3800,storage of non-hazardous goods & office in connection therewith,"1945-10-01",""
3695,"208010030","187A/1",,,MAZGAON RECLAMATION (SOUTH),4.83,1094,"187A/1","41304345",13,,,,,,"","1957-05-01",""
4032,"208010059","32 AT PANTON BUNDER",,,MAZGAON RECLAMATION (SOUTH),258.55,1173,"32 AT PANTON BUNDER",,,,,,,,,,
5509,"208010097","62",,,MAZGAON RECLAMATION (SOUTH),412.30,2714,"62","20801149",8,,,,412.3000,0.4100,storage of non-hazardous goods & office in connection therewith,"1963-08-01",""
7712,"208010099",RRNO 2017 AT MAGAZINE STREET,,Private Structure,,2789.32,2925,RRNO 2017 AT MAGAZINE STREET,,,,,,,,,,
7712,"208010099",RRNO 2017 AT MAGAZINE STREET,,Private Structure,,2789.32,5265,RRNO 2017 AT MAGAZINE STREET,,,,,,,,,,
7776,"208010163","118 KASSARA STREET",,Private Structure,,55.18,2989,"118 KASSARA STREET","20801305",8,,,,55.1800,1.8900,storage of non-hazardous goods & office in connection therewith,"1958-04-18",""
7779,"208010166","121 KASSARA STREET",,Private Structure,,113.71,2992,"121 KASSARA STREET","20801308",8,,,,113.7100,1.2300,storage of non-hazardous goods & office in connection therewith,"1977-05-01",""
7804,"208010191","148 QUAY STREET",,Private Structure,,146.42,3017,"148 QUAY STREET","10101961",1,,,,,,"","1873-01-01",""
7804,"208010191","148 QUAY STREET",,Private Structure,,146.42,3017,"148 QUAY STREET","20801336",8,,,,146.4200,1.6200,storage of non-hazardous goods & office in connection therewith,"1972-11-01",""
7816,"208010203","161",,Private Structure,,153.85,3029,"161","10104903",1,,,,,,"","1873-01-01",""
7816,"208010203","161",,Private Structure,,153.85,3029,"161","20801349",8,,,,153.8500,2.0000,storage of non-hazardous goods & office in connection therewith,"1961-08-01",""
7823,"208010210",COMPT 1&2,,Mb.P.T. Structure,,102.01,3036,COMPT 1&2,"10104910",1,,,,,,"","1873-01-01",""
8015,"208010291", 46 MAGAZINE STREET, , , ,350.06,4522,"46 MAGAZINE STREET",,,,,,,,,,
8017,"208010293", COMPTT 3, , , ,9.29,4524, COMPTT 3,,,,,,,,,,
8019,"208010295","215", , , ,154.03,4526,"215",,,,,,,,,,
7904,"208020001",SHOP 4 BPT CHAWL WADI BUNDER,,Mb.P.T. Structure,,20.81,3117,SHOP 4 BPT CHAWL WADI BUNDER,"20802101",8,,,,20.8100,1.0000,storage of non-hazardous goods & office in connection therewith,"1959-09-01",""
7905,"208020002",SHOP 5 WADI BR BPT CHAWL,,Mb.P.T. Structure,,17.84,3118,SHOP 5 WADI BR BPT CHAWL,"20802102",8,,,,17.8400,0.0000,"","1975-08-01",""
7906,"208020003",STALL NO 5 BPT CHAWL WADI BUND,,Mb.P.T. Structure,,1.49,3119,STALL NO 5 BPT CHAWL WADI BUND,"10104968",1,,,,,,"","1873-01-01",""
7906,"208020003",STALL NO 5 BPT CHAWL WADI BUND,,Mb.P.T. Structure,,1.49,3119,STALL NO 5 BPT CHAWL WADI BUND,"20802103",8,,,,1.4900,1.0000,storage of non-hazardous goods & office in connection therewith,"1966-07-01",""
7907,"208020004",STALL NO.6 BPT WADI BUNDER,,Mb.P.T. Structure,,1.49,3120,STALL NO.6 BPT WADI BUNDER,"10104969",1,,,,,,"","1873-01-01",""
7907,"208020004",STALL NO.6 BPT WADI BUNDER,,Mb.P.T. Structure,,1.49,3120,STALL NO.6 BPT WADI BUNDER,"20802104",8,,,,1.4900,1.0000,storage of non-hazardous goods & office in connection therewith,"1959-02-01",""
7908,"208020005",STALL 8 BPT CHAWL WADI BUNDER,,Mb.P.T. Structure,,1.49,3121,STALL 8 BPT CHAWL WADI BUNDER,"10104970",1,,,,,,"","1873-01-01",""
7908,"208020005",STALL 8 BPT CHAWL WADI BUNDER,,Mb.P.T. Structure,,1.49,3121,STALL 8 BPT CHAWL WADI BUNDER,"20802105",8,,,,1.4900,1.0000,storage of non-hazardous goods & office in connection therewith,"1953-01-27",""
7909,"208020006",STALL 11 BPT CHAWL WADI BR,,Mb.P.T. Structure,,1.49,3122,STALL 11 BPT CHAWL WADI BR,"10104971",1,,,,,,"","1873-01-01",""
7909,"208020006",STALL 11 BPT CHAWL WADI BR,,Mb.P.T. Structure,,1.49,3122,STALL 11 BPT CHAWL WADI BR,"20802106",8,,,,1.4900,1.0000,storage of non-hazardous goods & office in connection therewith,"1953-08-13",""
7910,"208020007",STALL 12 BPT WADI BR CHAWL,,Mb.P.T. Structure,,1.49,3123,STALL 12 BPT WADI BR CHAWL,"10105901",1,,,,,,"","1873-01-01",""
7910,"208020007",STALL 12 BPT WADI BR CHAWL,,Mb.P.T. Structure,,1.49,3123,STALL 12 BPT WADI BR CHAWL,"20802107",8,,,,1.4900,1.0000,storage of non-hazardous goods & office in connection therewith,"1957-10-01",""
7913,"208020010",NEW SHOP NO 3,,Mb.P.T. Structure,,21.45,3126,NEW SHOP NO 3,"10105903",1,,,,,,"","1873-01-01",""
7913,"208020010",NEW SHOP NO 3,,Mb.P.T. Structure,,21.45,3126,NEW SHOP NO 3,"20802111",8,,,,21.4500,1.5300,storage of non-hazardous goods & office in connection therewith,"1976-02-13",""
7914,"208020011",NEW SHOP NO 4,,Mb.P.T. Structure,,21.45,3127,NEW SHOP NO 4,"10105904",1,,,,,,"","1873-01-01",""
7914,"208020011",NEW SHOP NO 4,,Mb.P.T. Structure,,21.45,3127,NEW SHOP NO 4,"20802112",8,,,,21.4500,1.5300,storage of non-hazardous goods & office in connection therewith,"1976-03-26",""
7915,"208020012",SHOP NO 5 WADI BR,,Mb.P.T. Structure,,21.45,3128,SHOP NO 5 WADI BR,"10105905",1,,,,,,"","1873-01-01",""
7915,"208020012",SHOP NO 5 WADI BR,,Mb.P.T. Structure,,21.45,3128,SHOP NO 5 WADI BR,"20802113",8,,,,21.4500,1.5400,"","1976-03-26",""
7916,"208020013",NEW SHOP NO 6 WADI BUNDER,,Mb.P.T. Structure,,21.45,3129,NEW SHOP NO 6 WADI BUNDER,"10105951",1,,,,,,"","1873-01-01",""
7916,"208020013",NEW SHOP NO 6 WADI BUNDER,,Mb.P.T. Structure,,21.45,3129,NEW SHOP NO 6 WADI BUNDER,"20802114",8,,,,21.4500,1.5400,"","1976-03-26",""
7917,"208020014",NEW SHOP NO 2,,Mb.P.T. Structure,,21.45,3130,NEW SHOP NO 2,"10105952",1,,,,,,"","1873-01-01",""
7917,"208020014",NEW SHOP NO 2,,Mb.P.T. Structure,,21.45,3130,NEW SHOP NO 2,"20802115",8,,,,21.4500,1.5400,"","1976-07-01",""
4230,"309010007","121",,,ELPHINSTON (EAST),71.35,1249,"121","30901421",9,,,,71.3500,1.3100,"","1978-05-26",""
4230,"309010007","121",,,ELPHINSTON (EAST),71.35,5078,"121","30901421",9,,,,,,"","1978-05-26",""
4230,"309010007","121",,,ELPHINSTON (EAST),71.35,5323,"121","30901421",9,,,,,,"","1978-05-26",""
4234,"309010010","159",,,ELPHINSTON (EAST),11569.68,1253,"159",,,,,,,,,,
4234,"309010010","159",,,ELPHINSTON (EAST),11569.68,5080,"159",,,,,,,,,,
4234,"309010010","159",,,ELPHINSTON (EAST),11569.68,5325,"159",,,,,,,,,,
4234,"309010010","159",,,ELPHINSTON (EAST),11569.68,5326,"159",,,,,,,,,,
